Start of new run - 12/15/11 16:28:14
width, voltage, fitness
30, 0, 0, -1.#IND
30, 0, 0.5, 1
30, 0, 1, 1
30, 0, 1.5, 1
30, 0, 2, 1
30, 0, 2.5, 1
30, 0, 3, 1
30, 0, 3.5, 1
30, 0, 4, 1
30, 0, 4.5, 1
30, 0, 5, 1
30, 0, 5.5, 1
30, 0, 6, 1
30, 0, 6.5, 0.99850299401198
30, 0, 7, 0.99566473988439
30, 0, 7.5, 0.97492163009404
30, 0, 8, 0.94444444444444
30, 0, 8.5, 0.90851735015773
30, 0, 9, 0.84370257966616
30, 0, 9.5, 0.80491551459293
30, 0, 10, 0.75112443778111
30, 0, 10.5, 0.74255952380952
30, 0, 11, 0.69538461538462
30, 0, 11.5, 0.67092651757189
30, 0, 12, 0.68654434250765
30, 0, 12.5, 0.66307692307692
30, 0, 13, 0.64593301435407
30, 0, 13.5, 0.66463414634146
30, 0, 14, 0.65527950310559
30, 0, 14.5, 0.64409448818898
30, 0, 15, 0.64784546805349
30, 0, 15.5, 0.65667166416792
30, 0, 16, 0.65957446808511
30, 0, 16.5, 0.64969135802469
30, 0, 17, 0.62632375189107
30, 0, 17.5, 0.61387631975867
30, 0, 18, 0.61832061068702
30, 0, 18.5, 0.63746223564955
30, 0, 19, 0.5809968847352
30, 0, 19.5, 0.55335365853659
30, 0, 20, 0.63213213213213
30, 0, 20.5, 0.56859756097561
30, 0, 21, 0.56398104265403
30, 0, 21.5, 0.57291666666667
30, 0, 22, 0.58395245170877
30, 0, 22.5, 0.57142857142857
30, 0, 23, 0.56181533646322
30, 0, 23.5, 0.56456456456456
30, 0, 24, 0.52262090483619
30, 0, 24.5, 0.56296296296296
30, 0, 25, 0.52859350850077
30, 0, 25.5, 0.5421875
30, 0, 26, 0.53272450532725
30, 0, 26.5, 0.53775038520801
30, 0, 27, 0.54754601226994
30, 0, 27.5, 0.57372262773723
30, 0, 28, 0.5188679245283
30, 0, 28.5, 0.57767722473605
30, 0, 29, 0.52798789712557
30, 0, 29.5, 0.52352048558422
30, 0, 30, 0.5618479880775
