Start of new run - 12/13/2011 11:49:38 AM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
7	0.77086280056577	200	0	0	117.26125485045	-120.50804479516	-106.51783608901
8	0.77702702702703	197.86637041069	0	0	109.70376161499	-49.92249894325	-49.436375816592
9	0.79548660084626	200	0	12.020982773173	7.7946902183405	-95.326452349925	-52.81884138575
10	0.77195467422096	200	0	0	66.498585164258	-51.650281328017	-75.386153875173
1	0.75	200	0	89.628194662686	112.86727507139	-76.915477699499	-96.229770376552
2	0.78328611898017	200	0	0	82.769821043829	-45.123165683416	-84.086291862345
3	0.74297752808989	200	0	143.22366155328	83.718173570589	-27.160380349233	-53.903669385039
4	0.76666666666667	200	0	0	69.882474025347	-29.819600455901	-54.596809713219
5	0.77729885057471	200	24.865789650287	0	39.073101636296	-122.03883113587	-75.513270861016
6	0.79480164158687	200	0	0	20.847567105199	-80.491754947272	-3.9880532123789
7	0.77934936350778	200	0	0	105.5351293654	-108.45724031564	-95.866052480107
8	0.76237623762376	200	0	0	99.727271229928	-44.930249048925	-44.492738234932
9	0.79722222222222	200	0	0	7.0152211965064	-85.793807114933	-50.32364461999
10	0.76923076923077	200	0	0	59.848726647832	-46.485253195215	-67.847538487656
1	0.75847457627119	200	0	8.9641729060558	101.58054756425	-69.223929929549	-80.664021756631
2	0.77159590043924	200	0	0	74.492838939446	-40.610849115074	-66.651965280431
3	0.75	200	0	107.80961871855	75.34635621353	-24.44434231431	-35.414042834732
4	0.77905308464849	200	0	0	62.894226622813	-26.837640410311	-49.137128741897
5	0.78321678321678	200	0	0	35.165791472666	-113.56022532546	-67.961943774914
6	0.76536312849162	200	0	0	18.762810394679	-72.442579452545	-3.589247891141
7	0.75920679886686	200	0	0	94.981616428864	-97.611516284077	-86.279447232096
8	0.75595238095238	200	0	0	89.49430471924	-40.437224144033	-40.043464411439
9	0.7563025210084	200	0	0	6.3136990768558	-77.214426403439	-45.291280157991
10	0.75633802816901	200	0	0	53.863853983049	-41.836727875693	-61.06278463889
1	0.78151260504202	200	0	0	91.422492807822	-62.301536936594	-59.200665387802
2	0.73554913294798	200	0	0	67.043555045502	-36.549764203567	-55.358118814362
3	0.75571428571429	200	0	97.393375585589	67.811720592177	-21.999908082879	-10.416243132957
4	0.76028368794326	200	0	0	56.604803960531	-24.15387636928	-44.223415867708
5	0.80332409972299	200	0	0	31.6492123254	-102.20420279292	-61.165749397423
6	0.77973568281938	200	0	0	16.886529355211	-65.19832150729	-3.2303231020269
7	0.78359264497878	200	0	0	85.483454785977	-87.850364655669	-77.651502508887
8	0.78058510638298	200	0	0	80.46280956726	-36.393501729629	-36.039117970295
9	0.77150916784203	200	0	0	5.6823291691702	-69.492983763096	-40.762152142192
10	0.79558011049724	200	0	0	48.477468584744	-37.653055088124	-54.956506175001
1	0.75871687587169	200	0	0	82.28024352704	-56.071383242935	-53.280598849022
2	0.74405594405594	200	0	0	60.339199540951	-32.89478778321	-36.202806210945
3	0.76805555555556	200	0	62.526820192247	61.030548532959	-19.799917274591	-34.866555393343
4	0.77583697234352	200	0	0	50.944323564478	-21.738488732352	-39.801074280937
5	0.7695530726257	200	0	0	28.48429109286	-91.983782513624	-55.04917445768
6	0.75837988826816	200	0	0	15.19787641969	-58.678489356561	-2.9072907918242
7	0.79746835443038	200	0	0	76.935109307379	-79.065328190102	-69.886352257998
8	0.76699029126214	200	0	0	72.416528610534	-32.754151556666	-32.435206173266
9	0.7962962962963	200	0	0	5.1140962522532	-62.543685386786	-36.685936927973
10	0.77235772357724	200	0	0	43.629721726269	-33.887749579312	-49.460855557501
1	0.79505813953488	200	0	0	74.052219174336	-50.464244918641	-47.95253896412
2	0.79971988795518	200	0	0	54.305279586856	-29.605309004889	-30.322170373145
3	0.76123595505618	200	0	15.251403134911	54.927493679663	-17.819925547132	-47.275417057335
4	0.78224687933426	200	0	0	45.84989120803	-19.564639859117	-35.820966852843
5	0.76880222841226	200	0	0	25.635861983574	-82.785404262262	-49.544257011912
6	0.78292329956585	200	0	0	13.678088777721	-52.810640420905	-2.6165617126418
7	0.79148311306902	200	0	0	69.241598376642	-71.158795371092	-62.897717032198
8	0.79428571428571	200	0	0	65.17487574948	-29.478736401	-29.191685555939
9	0.76945668135095	200	0	0	4.6026866270279	-56.289316848107	-33.017343235175
10	0.76236263736264	200	0	0	39.266749553642	-30.498974621381	-44.514770001751
1	0.7671601615074	200	0	0	66.646997256902	-45.417820426777	-43.157285067708
2	0.79857142857143	200	0	0	48.874751628171	-26.6447781044	-27.28995333583
3	0.79407616361072	200	0	0	49.434744311697	-16.037932992419	-46.506791414362
4	0.79800853485064	200	0	0	41.264902087227	-17.608175873205	-32.238870167559
5	0.77618364418938	200	0	0	23.072275785216	-74.506863836036	-44.589831310721
6	0.79276773296245	200	0	0	12.310279899949	-47.529576378815	-2.3549055413776
7	0.7671809256662	200	0	0	62.317438538977	-64.042915833983	-56.607945328978
8	0.76967095851216	200	0	0	58.657388174532	-26.5308627609	-26.272517000345
9	0.77266387726639	200	0	0	4.1424179643251	-50.660385163297	-29.715608911658
10	0.76197183098592	200	0	0	35.340074598278	-27.449077159242	-40.063293001576
1	0.75671852899576	200	0	0	59.982297531212	-40.876038384099	-38.841556560937
2	0.76968796433878	200	0	0	43.987276465354	-23.98030029396	-24.560958002247
3	0.74965612104539	200	0	0	44.491269880527	-14.434139693177	-41.856112272925
4	0.76308139534884	200	0	0	37.138411878505	-15.847358285885	-29.014983150803
5	0.75035663338088	200	0	0	20.765048206695	-67.056177452432	-40.130848179649
6	0.77106741573034	200	0	0	11.079251909954	-42.776618740933	-2.1194149872399
7	0.76251788268956	200	0	0	56.08569468508	-57.638624250584	-50.947150796081
8	0.77489177489177	200	0	0	52.791649357079	-23.87777648481	-23.645265300311
9	0.77699859747546	200	0	0	3.7281761678926	-45.594346646967	-26.744048020492
10	0.75710227272727	200	0	0	31.80606713845	-24.704169443318	-36.056963701418
1	0.77134986225895	200	0	0	53.984067778091	-36.788434545689	-34.957400904843
2	0.77936962750716	200	0	0	39.588548818818	-21.582270264564	-22.104862202022
3	0.75936599423631	200	0	0	40.042142892475	-12.990725723859	-37.670501045633
4	0.78984485190409	200	0	0	33.424570690654	-14.262622457296	-26.113484835723
5	0.77777777777778	200	0	0	18.688543386025	-60.350559707189	-36.117763361684
6	0.78146611341632	200	0	0	9.9713267189586	-38.49895686684	-1.9074734885159
7	0.78826895565093	200	0	0	50.477125216572	-51.874761825526	-45.852435716473
8	0.77405857740586	200	0	0	47.512484421371	-21.489998836329	-21.28073877028
9	0.77648766328012	200	0	0	3.3553585511033	-41.03491198227	-24.069643218443
10	0.78146611341632	200	0	0	28.625460424605	-22.233752498986	-32.451267331276
1	0.77854195323246	200	0	0	48.585661000282	-33.109591091121	-31.461660814359
2	0.7532281205165	200	0	0	35.629693936936	-19.424043238108	-19.89437598182
3	0.74929971988796	200	0	0	36.037928603227	-11.691653151473	-33.90345094107
4	0.7752808988764	200	0	0	30.082113621589	-12.836360211567	-23.50213635215
5	0.76643356643357	200	0	0	16.819689047423	-54.31550373647	-32.505987025516
6	0.76912181303116	200	0	0	8.9741940470628	-34.649061180156	-1.7167261396643
7	0.75303643724696	200	0	0	45.429412694915	-46.687285642973	-41.267192144825
8	0.77450980392157	200	0	0	42.761235979234	-19.340998952696	-19.152664893252
9	0.76196990424077	200	0	0	3.019822695993	-36.931420784043	-21.662678896599
10	0.78181818181818	200	0	0	25.762914382145	-20.010377249088	-29.206140598149
1	0.46387283236994	5	1	5	-119	-163	-87
2	0.40083798882682	53	148	59	-19	80	95
3	0.32538569424965	8	34	51	-124	-21	-123
4	0.59322033898305	165	112	62	-139	180	-97
5	0.37252124645892	143	57	180	-159	132	106
6	0.43679775280899	145	156	129	199	-13	115
7	0.43076923076923	39	135	39	-194	-169	122
8	0.23430962343096	3	66	144	15	69	-73
9	0.24645892351275	55	16	198	78	40	-16
10	0.64040114613181	142	71	28	-46	174	65
1	0.46293706293706	0	0	0	-55.846772667623	-120.51221961119	-69.695443586535
2	0.28512396694215	39.322345652638	200	143.30794701987	-13.677654347362	69.039094210639	84.307947019868
3	0.4793152639087	0	29.412417981506	0	-59.765837580493	-4.5875820184942	-119.59690847499
4	0.53025936599424	37.148451185644	200	0	-127.85154881436	157.09506515702	-91.367506942961
5	0.19178082191781	0	176.81580858791	200	-143.17255775628	119.81580858791	84.371221045564
6	0.42936288088643	200	129.59160435804	200	178.58088015381	-26.408395641957	86.022965178381
7	0.23687943262411	0	0	148.20244758446	-169.00473647267	-155.57666859951	109.20244758446
8	0.37482319660537	32.681386761071	128.68206427198	64.796108890042	29.681386761071	62.682064271981	-79.203891109958
9	0.44598337950139	159.22391125217	73.509369182409	117.11649525437	104.22391125217	57.509369182409	-80.883504745628
10	0.43820224719101	100.6	200	86.5	-41.4	156.6	58.5
1	0.47864506627393	0	0	0	-3.7457985168004	-85.631617481002	-52.406263618885
2	0.24376731301939	42.903003267123	200	184.83191071941	3.5806576144851	33.835077974792	41.523963699547
3	0.46132208157525	0	26.655589653065	0	-49.104601580859	-2.7568283284404	-106.71348338267
4	0.39402560455192	0	200	0	-67.463865803522	91.511032441176	-66.024774620808
5	0.18269230769231	0	200	191.84028504288	-47.631744743187	46.071669846031	-8.1597149571215
6	0.43722943722944	200	104.23997053787	200	145.92964659566	-25.351633820173	48.563019196142
7	0.20059435364042	0	0	191.25257890027	-100.54135196997	-96.676202581866	43.050131315809
8	0.5896700143472	66.058776511269	181.57958179317	0	33.377389750199	52.897517521187	-73.526619388649
9	0.69857142857143	200	124.96947545854	33.726739485964	91.753857958225	51.460106276129	-83.389755768407
10	0.36712328767123	86.646910000916	200	106.21632282479	-13.953089999084	68.317019562365	19.716322824793
1	0.48153409090909	5.546289803766	0	0	5.546289803766	-71.496373954133	-45.661844832026
2	0.43213296398892	123.49655760786	181.0459598558	117.1331031605	80.593554340733	-18.954040144202	-67.698807558919
3	0.45520231213873	0	32.622926277687	0	-27.137346476638	5.9673366246215	-93.165784646335
4	0.35021097046414	0	200	0	-25.001331879806	65.047264530609	-48.274756108409
5	0.25464949928469	31.736938322092	194.41238565357	147.10936672316	31.736938322092	-5.5876143464271	-44.730918319718
6	0.40825035561878	200	83.427683320293	200	131.33668193609	-20.812287217578	27.630979817851
7	0.20839160839161	0	0	169.44631556335	-20.82408313242	-38.306939360212	-21.806263336918
8	0.69037656903766	122.1574287129	200	0	56.098652201634	36.593958344425	-59.612234856229
9	0.7977369165488	200	171.28357110705	0	82.578472162402	46.314095648516	-75.050780191567
10	0.44951590594744	117.42735702766	200	96.037945256068	30.780447026748	32.349915203064	-10.178377568725
1	0.63031161473088	80.297262232024	0	0	74.750972428258	-2.899598329299	-41.095660348824
2	0.63961485557084	196.61911881448	163.91224447053	55.303344972342	73.12256120662	-17.133715385273	-61.829758188153
3	0.55920114122682	39.039628626362	81.756764816123	0	39.039628626362	49.133838538436	-83.849206181702
4	0.37755102040816	0	200	0	-15.230667364576	56.419378608919	-42.406788539195
5	0.61516853932584	154.83262588622	148.92199849087	53.481027922182	123.09568756412	-45.490387162701	-93.628338800979
6	0.49	200	96.716828560532	164.84712924962	118.20301374248	13.289145240239	-35.152870750377
7	0.44957983193277	76.158486928922	66.339619765845	50.683539006363	76.158486928922	66.339619765845	-118.76277655699
8	0.78070175438596	196.98820326398	200	0	74.830774551075	23.954708124425	-53.651011370606
9	0.77040110650069	200	200	0	74.320624946162	41.682686083665	-67.54570217241
10	0.62551440329218	163.50841992487	198.59020454235	57.596210476525	46.081062897207	-1.4097954576543	-38.441734779544
1	0.76638176638177	154.70408453264	7.5940887536376	0	74.406822300612	7.5940887536376	-36.986094313941
2	0.77715877437326	200	150.92913786796	0	66.928151295986	-12.983106602562	-73.932143843698
3	0.67971014492754	109.63451985353	145.69978339766	0	70.594891227168	63.943018581534	-75.464285563532
4	0.55431754874652	64.198844881083	200	0	64.198844881083	35.36458622223	-34.090991426052
5	0.80463096960926	200	115.85227574534	0	126.68574577129	-33.069722745532	-103.0916689447
6	0.62054794520548	200	140.43056256124	63.011040432384	106.38271236824	43.713734000706	-101.83608881724
7	0.73901098901099	168.4323443969	146.15523789543	0	92.27385746798	79.815618129586	-116.5987686062
8	0.82947976878613	200	200	0	67.696332766604	18.235118082546	-48.285910233545
9	0.78581765557164	200	200	0	66.888562451546	27.922672753333	-60.791131955169
10	0.78048780487805	200	167.47809662198	1.7927504746051	47.892547861826	-31.11210792037	-55.80346000192
1	0.78236914600551	200	95.332380349566	0	86.012348857115	87.738291595928	-33.287484882547
2	0.78681626928471	200	155.47500093585	0	60.235336166387	4.5458630678876	-66.538929459328
3	0.78821879382889	185.45049335885	200	0	75.815973505319	64.928057661832	-67.917857007179
4	0.73121387283237	162.43439058292	200	0	98.235545701838	11.305626302971	-16.222857278716
5	0.775	200	108.41755007163	0	114.01717119416	-7.4347256737089	-92.782502050228
6	0.77122302158273	200	191.85333674202	0	95.744441131413	51.422774180779	-104.43083509995
7	0.79194630872483	200	200	0	91.935743190947	86.99643370665	-104.93889174558
8	0.79261363636364	200	200	0	60.926699489943	16.411606274292	-43.457319210191
9	0.78871201157742	200	200	0	60.199706206391	18.461309113074	-54.712018759652
10	0.77202797202797	200	151.67527049544	0	43.103293075643	-15.802826126535	-50.895525370876
1	0.79131652661064	200	191.91500301363	0	77.411113971403	96.582622664064	-29.958736394292
2	0.79752066115702	200	167.04463495729	0	54.211802549748	11.569634021438	-59.885036513395
3	0.78881118881119	200	200	0	73.371350620911	58.435251895649	-61.126071306461
4	0.78591954022989	200	200	0	96.811430732296	10.175063672674	-14.600571550844
5	0.80364656381487	200	146.8331778939	0	102.61545407474	38.415627822267	-83.504251845205
6	0.75833333333333	200	200	0	86.169997018271	46.462365233212	-93.987751589959
7	0.79799426934097	200	200	0	82.742168871852	78.296790335985	-94.445002571025
8	0.79911373707533	200	200	0	54.834029540949	14.770445646863	-39.111587289172
9	0.74930747922438	200	200	0	54.179735585752	13.080288955278	-49.240816883687
10	0.78940027894003	200	139.58457029551	0	38.792963768079	-12.090700199929	-45.677979411739
1	0.77183098591549	200	200	0	69.670002574263	88.697325449251	-26.962862754863
2	0.77209944751381	200	179.06298324896	0	48.790622294773	12.018348291669	-53.896532862056
3	0.78061911170929	200	200	0	66.03421555882	52.591726706084	-55.013464175815
4	0.7986013986014	200	200	0	87.130287659066	9.1575573054063	-13.14051439576
5	0.78205128205128	200	192.05345303151	0	92.353908667268	45.220275137607	-75.153826660685
6	0.80142857142857	200	200	0	77.552997316444	39.802647085244	-84.588976430963
7	0.80575539568345	200	200	0	74.467951984667	70.467111302386	-85.000502313922
8	0.80603448275862	200	200	0	49.350626586854	13.293401082176	-35.200428560255
9	0.80110497237569	200	200	0	48.761762027177	8.4945014702391	-44.316735195318
10	0.75690607734807	200	132.32690712763	0	34.913667391271	-7.2576631678764	-41.110181470565
1	0.79487179487179	200	200	0	62.703002316837	79.034218493791	-24.266576479377
2	0.76708507670851	200	193.25563913877	0	43.911560065296	14.192655889813	-48.50687957585
3	0.79340028694405	200	200	0	59.430794002938	47.332554035476	-49.512117758233
4	0.78986587183308	200	200	0	78.41725889316	8.2418015748656	-11.826462956184
5	0.77949438202247	200	200	0	83.118517800541	40.946696625823	-67.638443994616
6	0.77698863636364	200	200	0	69.7976975848	35.82238237672	-76.130078787867
7	0.80316091954023	200	200	0	67.0211567862	63.420400172148	-76.50045208253
8	0.79324324324324	200	200	0	44.415563928169	11.964060973959	-31.680385704229
9	0.78601398601399	200	200	0	43.885585824459	7.6450513232152	-39.885061675786
10	0.77653631284916	200	148.4798541216	0	31.422300652144	16.15294699397	-36.999163323509
1	0.77496483825598	200	200	0	56.432702085153	71.130796644412	-21.839918831439
2	0.80640465793304	200	200	0	39.520404058766	10.863025600569	-43.656191618265
3	0.80808080808081	200	200	0	53.487714602644	42.599298631928	-44.56090598241
4	0.80753138075314	200	200	0	70.575533003844	7.4176214173791	-10.643816660566
5	0.81346423562412	200	200	0	74.806666020487	24.392041511073	-60.874599595155
6	0.78978102189781	200	200	0	62.81792782632	32.240144139048	-68.51707090908
7	0.79253112033195	200	200	0	60.31904110758	57.078360154933	-68.850406874277
8	0.82118294360385	200	200	0	39.974007535352	10.767654876563	-28.512347133806
9	0.79682997118156	200	200	0	39.497027242013	6.8805461908937	-35.896555508208
10	0.78111587982833	200	182.19927701904	0	28.280070586929	33.719422897437	-33.299246991158
1	0.79310344827586	200	200	0	50.789431876638	64.017716979971	-19.655926948295
2	0.78672316384181	200	200	0	35.56836365289	9.7767230405117	-39.290572456439
3	0.76136363636364	200	200	0	48.13894314238	38.339368768735	-40.104815384169
4	0.79696132596685	200	200	0	63.517979703459	6.6758592756412	-9.579434994509
5	0.78491620111732	200	200	0	67.325999418438	21.952837359966	-54.787139635639
6	0.78461538461538	200	200	0	56.536135043688	29.016129725143	-61.665363818172
7	0.79053084648494	200	200	0	54.287136996822	51.37052413944	-61.965366186849
8	0.77083333333333	200	200	0	35.976606781817	9.6908893889065	-25.661112420426
9	0.79941860465116	200	200	0	35.547324517812	6.1924915718043	-32.306899957387
10	0.80389429763561	200	200	0	25.452063528237	29.954334833202	-29.969322292042
1	0.34880450070323	22	112	98	94	104	-56
2	0.47325102880658	44	21	28	-128	4	-160
3	0.44900849858357	60	29	137	-157	-31	-159
4	0.5028901734104	104	76	109	-158	157	73
5	0.508356545961	136	127	49	9	-79	132
6	0.31650750341064	6	90	107	-1	111	-5
7	0.63318777292576	198	44	187	-116	71	-81
8	0.35857142857143	33	99	170	124	-109	4
9	0.359375	38	127	23	164	-67	54
10	0.41118881118881	120	168	193	128	134	93
1	0.53596614950635	178.99381084628	177.62966399121	84.208233893857	156.99381084628	65.629663991211	-13.791766106143
2	0.40177252584934	0	30.907855464339	0	-72.964793847468	9.9078554643391	-100.39352092044
3	0.47230320699708	0	3.0540238654744	0.41341288491469	-123.32298043764	-25.945976134526	-136.58658711509
4	0.26666666666667	0	200	176.71266518143	-139.77448042238	140.47429120762	67.712665181433
5	0.56540084388186	160.90037842952	33.409170812098	200	24.900378429518	-93.590829187902	156.19439069796
6	0.34642356241234	64.80299386578	175.59615771966	127.37624744407	58.80299386578	85.596157719657	20.376247444075
7	0.43557422969188	93.6	107.9	114.1	-104.4	63.9	-72.9
8	0.65068493150685	190.9774529252	0	178.37828302866	157.9774529252	-113.55915097507	8.3782830286569
9	0.66113416320885	191.7329996643	63.518506424146	77.886324655904	153.7329996643	-63.481493575854	54.886324655904
10	0.4586255259467	200	200	200	126.28453627125	102.9784295175	82.84734336375
1	0.54910096818811	200	189.75222864455	69.194877268972	146.53519837846	12.122564653339	-15.013356624885
2	0.39376770538244	0	47.317576286254	0	-9.9123758326939	16.409720821915	-66.545853690683
3	0.45152354570637	0	0	0	-110.19781696663	-23.101342283801	-122.60755792276
4	0.24034334763948	0	200	200	-108.99405340404	109.66086775469	50.923958629685
5	0.65205091937765	186.12514725526	0	200	25.224768825746	-81.483340164933	129.42831009997
6	0.41125541125541	138.13435363474	200	137.75754545093	73.331359768959	59.015938723399	10.381298006852
7	0.38392857142857	54.851517576877	136.69002771373	53.160660767009	-38.748482423123	28.790027713735	-60.939339232991
8	0.67291066282421	200	0	185.23636034004	142.18483807335	-101.77192182136	6.8580773113823
9	0.68067226890756	200	6.3851622058779	127.28401684622	138.35969969787	-57.133344218268	49.397692190313
10	0.48106591865358	200	200	200	110.28893318032	37.091670483616	24.82570570567
1	0.56940509915014	200	179.9793898384	62.235102770319	131.88167854061	-9.7728388061452	-6.9597744986524
2	0.4	11.82441672967	53.913059734771	0	11.82441672967	6.5954834485165	-46.688943918762
3	0.44586894586895	0	0	0	-92.006185543106	-20.266550433267	-105.74246629956
4	0.25	2.8535254035697	197.23324665814	200	2.8535254035697	-2.7667533418613	0.607474160174
5	0.65217391304348	200	0	200	25.484079873301	-72.054836370568	101.90655360614
6	0.52279202279202	200	164.74178971788	142.32023043275	94.235859432764	-35.258210282121	4.5626849818241
7	0.39831697054698	63.073043516563	130.15252406532	30.902824618997	8.2215259396856	-6.5375036484134	-22.257836148012
8	0.68705547652916	200	0	166.78149264865	127.96635426601	-88.881323128538	-18.454867691393
9	0.66573033707865	200	0	171.7419398175	124.52372972808	-51.420009796442	44.457922971282
10	0.4602510460251	200	200	200	99.260039862292	14.137423730202	15.115254733117
1	0.6241426611797	200	103.59338166245	95.233233900729	118.69351068655	-76.38600817595	32.99813113041
2	0.57340720221607	73.761463684953	39.10930879402	3.3111904200977	61.937046955282	-14.803750940751	3.3111904200977
3	0.51381215469613	15.259559510427	0	0	15.259559510427	-17.832695314685	-13.335857500585
4	0.3625	57.299307720136	139.17863950569	178.28482003031	54.445782316567	-58.054607152453	-21.715179969692
5	0.67897727272727	200	0	200	22.935671885971	-64.849352733511	86.543596096823
6	0.5848275862069	200	84.766355838649	153.58989169292	84.812273489488	-79.97543387923	11.269661260174
7	0.60845070422535	144.50493332078	62.907481517846	89.087628078031	81.43188980422	-67.245042547476	58.184803459033
8	0.71188811188811	200	0	150.17211172639	115.16971883941	-79.993190815685	-16.609380922253
9	0.68035190615836	200	0	200	112.07135675527	-45.016682545665	30.888983274857
10	0.50211565585331	200	166.64683575032	200	89.334035876063	-33.353164249679	5.9507090872121
1	0.67132867132867	200	18.783894298726	133.44978577513	106.82415961789	-84.809487363729	38.216551874398
2	0.69384835479256	151.8095029263	18.875830000387	32.239664273322	78.04803924135	-20.233478793634	28.928473853224
3	0.58404558404558	57.070417430542	0	10.821212742941	41.810857920115	-16.049425783217	10.821212742941
4	0.67601683029453	184.88596405438	7.2546355078799	132.93668860189	127.58665633425	-131.92400399781	-45.348131428419
5	0.63853727144866	200	0	200	20.642104697374	-58.36441746016	76.381489326178
6	0.67229254571027	200	0	162.85694173235	76.331046140539	-93.695275581961	9.2670500394258
7	0.64081632653061	200	0	184.16666535351	103.7605923672	-85.255488832553	95.07903727548
8	0.72083333333333	200	0	135.22366889636	103.65274695547	-71.993871734116	-14.948442830028
9	0.6586402266289	200	0	200	100.86422107974	-39.870671588075	3.4199520765372
10	0.59571428571429	200	92.229840121408	192.08016393219	80.400632288457	-74.416995628913	-7.9198360678115
1	0.6986301369863	200	0	167.95425427023	96.141743656105	-77.488809694608	34.5044684951
2	0.72830725462304	200	0	86.962277715827	83.667069114639	-23.468138614961	54.722613442505
3	0.70056497175141	163.31441526797	0	80.280468867899	106.24399783743	-14.444483204895	69.459256124958
4	0.72638888888889	200	0	92.361337152276	116.40064933776	-119.48646915679	-40.575351449614
5	0.68951048951049	200	0	200	18.577894227636	-52.527975714144	67.08276365089
6	0.68652482269504	200	0	166.8642762441	68.697941526485	-84.325748023765	4.0073345117461
7	0.65722379603399	200	0	200	93.384533130479	-76.729939949298	77.69502586891
8	0.70391061452514	200	0	121.77007034934	93.287472259925	-64.794484560705	-13.453598547025
9	0.68693009118541	200	0	169.45733185145	90.77779897177	-34.082110622667	-30.542668148545
10	0.66944444444444	200	0	167.39146800029	72.360569059611	-95.461641991762	-24.688695931902
