Start of new run - 12/13/2011 11:49:38 AM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
10	0.51282051282051	200	58.549556773205	0	13.534265241191	-51.761246558863	-64.868202081515
1	0.53941908713693	200	0	0	49.753753347383	-88.883345750904	-33.89595925035
2	0.48391608391608	200	12.166395816571	0	25.049785875191	-35.587151126502	-9.1615462619504
3	0.46358543417367	200	35.240692255748	0	33.423426072314	-21.082624728363	-43.88549029365
4	0.48126801152738	200	72.895421334955	0	31.585117106633	-42.216129558261	-10.339919795355
5	0.4785100286533	200	0	0	11.586892536754	-49.886835961973	-20.107479554944
6	0.50980392156863	200	75.220889115946	0	13.971882759688	-28.735113276528	-41.772801680319
7	0.52112676056338	200	98.686188286286	0	11.915798922874	2.0347281488015	-18.902696796074
8	0.47241867043847	200	60.98177182932	0	53.774891486015	-18.680160170141	-20.543917569011
9	0.50631136044881	200	49.694272418048	0	1.2127790194071	-15.812051627951	-53.938067395839
10	0.52957359009629	200	0	0	12.180838717072	-61.52737420276	-58.381381873364
1	0.48142857142857	200	0	0	44.778378012644	-79.995011175814	-30.506363325315
2	0.53168044077135	200	6.4200716137369	0	22.544807287672	-5.746324202834	-8.2453916357554
3	0.49722991689751	200	19.462904114283	0	30.081083465083	-15.777788141465	-39.496941264285
4	0.52108843537415	200	35.198677056156	0	28.426605395969	-37.6967442788	-9.3059278158195
5	0.48979591836735	200	0	0	10.428203283078	-39.088808168811	-18.09673159945
6	0.47844827586207	200	27.079279650025	0	12.574694483719	-48.141609465921	-37.595521512287
7	0.45120226308345	200	78.724381745774	0	10.724219030586	-19.961806540512	-17.012427116467
8	0.51449275362319	200	60.84802266935	0	48.397402337413	-0.13374915996983	-18.48952581211
9	0.4957507082153	200	47.895423967679	0	1.0915011174664	-1.7988484503692	-48.544260656255
10	0.49368863955119	200	0	0	10.962754845365	-55.374636782484	-52.543243686027
1	0.46685878962536	200	0	0	40.30054021138	-71.995510058233	-27.455726992783
2	0.5035360678925	200	0.50570331359637	0	20.290326558905	-5.9143683001406	-7.4208524721798
3	0.4943342776204	200	45.707026962339	0	27.072975118574	26.244122848056	-35.547247137856
4	0.52517985611511	200	0	0	25.583944856372	-46.880445115108	-8.3753350342375
5	0.48484848484848	200	0	0	9.3853829547706	-28.41853634558	-16.287058439505
6	0.50997150997151	200	0	0	11.317225035348	-42.034363599883	-33.835969361058
7	0.50564971751412	200	53.575633233526	0	9.6517971275278	-25.148748512248	-15.31118440482
8	0.44615384615385	200	65.479848930732	0	43.557662103672	4.6318262613818	-16.640573230899
9	0.51456310679612	200	49.550760057126	0	0.98235100571976	1.6553360894477	-43.68983459063
10	0.52269399707174	200	0	0	9.8664793608286	-49.837173104235	-47.288919317425
1	0.53428571428571	200	0	0	36.270486190242	-64.795959052409	-24.710154293505
2	0.49152542372881	200	0	0	18.261293903014	-4.245811023846	-6.6787672249618
3	0.50554016620499	200	86.141147810444	0	24.365677606717	40.434120848105	-31.992522424071
4	0.51617440225035	200	0	0	23.025550370735	-42.192400603597	-7.5378015308138
5	0.49929478138223	200	0	0	8.4468446592936	-20.779481987549	-14.658352595554
6	0.4620886981402	200	0	0	10.185502531813	-36.327908441542	-30.452372424952
7	0.48039215686275	200	37.790843922336	0	8.686617414775	-15.78478931119	-13.780065964338
8	0.4950634696756	200	47.404804103345	0	39.201895893305	-18.075044827387	-14.976515907809
9	0.50418994413408	200	49.767776376832	0	0.88411590514779	0.21701631970562	-39.320851131567
10	0.49787234042553	200	0	0	8.8798314247457	-44.853455793812	-42.560027385682
1	0.47099447513812	200	0	0	32.643437571218	-58.316363147168	-22.239138864154
2	0.47954866008463	200	0	0	16.435164512713	-3.1162897176263	-6.0108905024657
3	0.5391061452514	200	112.46711508406	0	21.929109846045	26.325967273617	-28.793270181664
4	0.51599443671766	200	0	0	20.722995333662	-37.973160543237	-6.7840213777324
5	0.506456241033	200	0	0	7.6021601933642	-15.243807166334	-13.192517335999
6	0.50138888888889	200	0	0	9.1669522786315	-30.783770142554	-27.407135182457
7	0.51820728291317	200	27.10394053491	0	7.8179556732975	-10.686903387426	-12.402059367904
8	0.53246753246753	200	15.691063044456	0	35.281706303974	-31.713741058889	-13.478864317028
9	0.48400556328234	200	40.087362720834	0	0.79570431463301	-9.6804136559983	-35.38876601841
10	0.51396648044693	200	0	0	7.9918482822712	-40.368110214431	-38.304024647114
1	0.47950819672131	200	0	0	29.379093814096	-52.484726832452	-20.015224977739
2	0.47206703910615	200	0	0	14.791648061442	-1.2840401277353	-5.4098014522191
3	0.49423631123919	200	89.09982658562	0	19.736198861441	-23.367288498441	-25.913943163497
4	0.4875	200	0	0	18.650695800296	-34.175844488914	-6.1056192399592
5	0.46905089408528	200	0	0	6.8419441740278	-7.5528065520341	-11.873265602399
6	0.46901408450704	200	0	0	8.2502570507683	-16.664104180943	-24.666421664211
7	0.48364153627312	200	21.541386693872	0	7.0361601059677	-5.5625538410382	-11.161853431114
8	0.50620689655172	200	0	0	31.753535673577	-32.924486705184	-12.130977885325
9	0.48224043715847	200	28.471542906017	0	0.71613388316971	-11.615819814816	-31.849889416569
10	0.51994301994302	200	0	0	7.192663454044	-36.331299192988	-34.473622182403
1	0.52742616033755	200	0	0	26.441184432686	-47.236254149206	-18.013702479965
2	0.50583090379009	200	0.539265142237	0	13.312483255298	0.539265142237	-4.8688213069972
3	0.50275482093664	200	49.456990432628	0	17.762578975297	-39.642836152992	-23.322548847148
4	0.49784791965567	200	0	0	16.785626220266	-30.758260040022	-5.4950573159633
5	0.48974008207934	200	0	0	6.157749756625	-5.7434593208866	-10.685939042159
6	0.54119318181818	200	13.512469641542	0	7.4252313456915	13.512469641542	-22.19977949779
7	0.47178002894356	200	34.694514149221	0	6.332544095371	13.153127455349	-10.045668088002
8	0.5028818443804	200	0	0	28.578182106219	-28.834292073004	-10.917880096793
9	0.49857954545455	200	28.282132587889	0	0.64452049485274	-0.18941031812799	-28.664900474912
10	0.51585014409222	200	0	0	6.4733971086396	-32.698169273689	-31.026259964162
1	0.4950634696756	200	0	0	23.797065989418	-38.573158459752	-16.212332231968
2	0.48480662983425	200	5.3769481113369	0	11.981234929768	4.8376829690999	-4.3819391762975
3	0.49563953488372	200	6.7381557289857	0	15.986321077767	-42.718834703642	-20.990293962433
4	0.48446327683616	200	0	0	15.107063598239	-21.522707511294	-4.9455515843669
5	0.44039270687237	200	4.4841911235317	0	5.5419747809625	4.4841911235317	-9.6173451379431
6	0.50502152080344	200	25.673692318929	0	6.6827082111223	12.161222677388	-19.979801548011
7	0.53146853146853	200	43.746303087034	0	5.6992896858339	9.0517889378132	-9.0411012792021
8	0.49585635359116	200	0	0	25.720363895597	-19.836794749984	-9.8260920871135
9	0.46817538896747	200	23.82122439513	0	0.58006844536746	-4.4609081927589	-25.798410427421
10	0.47450424929178	200	0	0	5.8260573977757	-28.279666650757	-27.923633967746
1	0.47016011644833	200	0	0	21.417359390476	-34.140571910021	-14.591099008772
2	0.49793672627235	200	13.341133204867	0	10.783111436791	7.9641850935296	-3.9437452586677
3	0.5028328611898	200	0	0	14.38768896999	-21.630813507511	-18.89126456619
4	0.47972027972028	200	0	0	13.596357238415	-18.428766041867	-4.4509964259302
5	0.50490883590463	200	17.272166208556	0	4.9877773028663	12.787975085024	-8.6556106241488
6	0.51909476661952	200	28.824876777145	0	6.0144373900101	3.1511844582159	-17.98182139321
7	0.50943396226415	200	50.210385121548	0	5.1293607172505	6.4640820345145	-8.1369911512819
8	0.52577319587629	200	0	0	23.148327506038	-10.751532188481	-8.8434828784022
9	0.49500713266762	200	41.597817134984	0	0.52206160083072	17.776592739854	-23.218569384679
10	0.48882681564246	200	0	0	5.2434516579981	-18.938975810478	-25.131270570971
1	0.47008547008547	200	0	0	19.275623451428	-25.301856315758	-13.131989107894
2	0.48843930635838	200	19.831333299488	0	9.7048002931119	6.4902000946214	-3.5493707328009
3	0.4698275862069	200	3.8089044360079	0	12.948920072991	3.8089044360079	-17.002138109571
4	0.50561797752809	200	0	0	12.236721514574	-14.716362745583	-4.0058967833372
5	0.50488145048815	200	28.283169940532	0	4.4889995725796	11.011003731976	-7.7900495617339
6	0.47287899860918	200	24.078387568079	0	5.4129936510091	-4.746489209066	-16.183639253889
7	0.55426917510854	200	38.483083363095	0	4.6164246455254	-11.727301758454	-7.3232920361537
8	0.49497847919656	200	0	0	20.833494755434	-0.50069010965769	-7.959134590562
9	0.52204836415363	200	57.852683403874	0	0.46985544074764	16.25486626889	-20.896712446211
10	0.49576271186441	200	0	0	4.7191064921983	-13.07220513984	-22.618143513874
1	0.50439882697947	200	0	0	17.348061106286	-17.051529764356	-11.818790197105
2	0.49791376912378	200	29.46273516405	0	8.7343202638007	9.6314018645625	-3.1944336595209
3	0.48455056179775	200	20.446792469205	0	11.654028065692	16.637888033197	-15.301924298614
4	0.49271137026239	200	0	0	11.013049363116	-4.068189959976	-3.6053071050035
5	0.47763347763348	200	37.866065306528	0	4.0400996153217	9.5828953659962	-7.0110446055605
6	0.45965417867435	200	25.861240423995	0	4.8716942859082	1.7828528559158	-14.5652753285
7	0.48790896159317	200	27.928511780486	0	4.1547821809729	-10.554571582608	-6.5909628325383
8	0.47867950481431	200	10.20991832358	0	18.75014527989	10.20991832358	-7.1632211315058
9	0.47426981919332	200	85.55652164118	0	0.42286989667288	27.703838237305	-18.80704120159
10	0.49266862170088	200	0	0	4.2471958429785	-11.205948165978	-20.356329162487
1	0.48743016759777	200	0	0	15.613254995657	-4.0458540632369	-10.636911177395
2	0.51424501424501	200	34.293325325005	0	7.8608882374207	4.8305901609546	-2.8749902935688
3	0.49224259520451	200	49.202510448266	0	10.488625259123	28.755717979061	-13.771731868752
4	0.49173553719008	200	14.564861852937	0	9.9117444268048	14.564861852937	-3.2447763945031
5	0.5027397260274	200	45.489313494637	0	3.6360896537895	7.6232481881088	-6.3099401450045
6	0.49441340782123	200	27.405895425982	0	4.3845248573174	1.5446550019875	-13.10874779565
7	0.46121297602257	200	24.447052506329	0	3.7393039628756	-3.4814592741571	-5.9318665492845
8	0.49215406562054	200	32.435266710484	0	16.875130751901	22.225348386904	-6.4468990183552
9	0.50341064120055	200	106.90953955917	0	0.38058290700559	21.353017917994	-16.926337081431
10	0.49586776859504	200	0	0	3.8224762586806	-3.6623062925006	-18.320696246238
1	0.47169811320755	200	9.1690048433448	0	14.051929496091	9.1690048433448	-9.5732200596551
2	0.4941348973607	200	34.025242845838	0	7.0747994136786	-0.26808247916736	-2.5874912642119
3	0.50849858356941	200	87.421623359898	0	9.4397627332107	38.219112911632	-12.394558681877
4	0.49648382559775	200	29.927431839533	0	8.9205699841244	15.362569986596	-2.9202987550528
5	0.47198879551821	200	48.542232568421	0	3.2724806884106	3.0529190737846	-5.678946130504
6	0.54258241758242	200	27.453516076456	0	3.9460723715856	0.047620650473691	-11.797873016085
7	0.47736625514403	200	23.437241944898	0	3.365373566588	-1.0098105614317	-5.3386798943561
8	0.51069900142653	200	48.569737130252	0	15.187617676711	16.134470419768	-5.8022091165197
9	0.49237170596394	200	113.18537471248	0	0.34252461630503	6.2758351533117	-15.233703373288
10	0.49780380673499	200	2.4405075053958	0	3.4402286328126	2.4405075053958	-16.488626621614
1	0.47257383966245	200	24.531945909025	0	12.646736546482	15.36294106568	-8.6158980536896
2	0.49438202247191	200	30.621699091862	0	6.3673194723107	-3.4035437539758	-2.3287421377907
3	0.47034482758621	200	102.36378181199	0	8.4957864598896	14.942158452091	-11.155102813689
4	0.53194444444444	200	37.625597540537	0	8.0285129857119	7.6981657010045	-2.6282688795475
5	0.50208623087622	200	40.357344500564	0	2.9452326195695	-8.1848880678569	-5.1110515174536
6	0.50215208034433	200	29.066304830189	0	3.5514651344271	1.6127887537323	-10.618085714477
7	0.49372384937238	200	30.196800312662	0	3.0288362099292	6.7595583677642	-4.8048119049204
8	0.51060820367751	200	55.545793625263	0	13.66885590904	6.9760564950108	-5.2219882048677
9	0.48644793152639	200	110.2015528536	0	0.30827215467453	-2.9838218588835	-13.710333035959
10	0.51328671328671	200	20.807319039365	0	3.0962057695313	18.366811533969	-14.839763959453
1	0.48143053645117	200	40.702680393856	0	11.382062891834	16.170734484831	-7.7543082483206
2	0.50428571428571	200	23.323938596296	0	5.7305875250797	-7.2977604955655	-2.0958679240116
3	0.48794326241135	200	106.71140664816	0	7.6462078139006	4.3476248361682	-10.03959253232
4	0.47353760445682	200	44.87376033267	0	7.2256616871407	7.2481627921326	-2.3654419915928
5	0.50341997264022	200	30.184059809617	0	2.6507093576126	-10.173284690948	-4.5999463657083
6	0.46696696696697	200	31.675640066101	0	3.1963186209844	2.6093352359126	-9.556277143029
7	0.50627615062762	200	39.29312309552	0	2.7259525889363	9.0963227828579	-4.3243307144284
8	0.48571428571429	200	42.746253550507	0	12.301970318136	-12.799540074756	-4.6997893843809
9	0.5177304964539	200	109.16884843749	0	0.27744493920708	-1.0327044161117	-12.339299732363
10	0.51685393258427	200	36.156330018298	0	2.7865851925782	15.349010978934	-13.355787563508
1	0.50069156293223	200	54.761545299692	0	10.243856602651	14.058864905836	-6.9788774234886
2	0.48988439306358	200	15.021120447397	0	5.1575287725717	-8.3028181488994	-1.8862811316105
3	0.48382559774965	200	106.56410696894	0	6.8815870325106	-0.14729967921312	-9.0356332790883
4	0.4843537414966	200	48.011271700659	0	6.5030955184267	3.1375113679893	-2.1288977924335
5	0.48555708390646	200	19.989352135219	0	2.3856384218513	-10.194707674398	-4.1399517291374
6	0.52327221438646	200	37.217756991328	0	2.8766867588859	5.5421169252272	-8.6006494287261
7	0.4964639321075	200	47.243785420847	0	2.4533573300427	7.9506623253277	-3.8918976429856
8	0.49435028248588	200	29.334634356469	0	11.071773286322	-13.411619194038	-4.2298104459428
9	0.46110325318246	200	74.813952490987	0	0.24970044528637	-34.354895946502	-11.105369759127
10	0.50362844702467	200	41.402758159488	0	2.5079266733204	5.24642814119	-12.020208807157
1	0.64447592067989	39	137	14	156	-29	3
2	0.50143266475645	133	6	157	-54	-12	-181
3	0.74524158125915	163	194	153	-63	-185	-173
4	0.72	170	157	11	101	-60	-50
5	0.68502824858757	133	135	116	146	-136	148
6	0.49930264993027	52	18	81	-169	62	-62
7	0.63697705802969	181	38	71	0	-3	122
8	0.57723577235772	157	47	164	-40	77	-154
9	0.4586255259467	49	52	129	113	-52	17
10	0.54189944134078	168	15	155	52	-107	-52
1	0.68085106382979	200	124.40329599902	49.629090243233	169.77559129612	-12.596704000977	35.629090243233
2	0.625	92.885366374706	48.374962614826	0	-40.114633625294	42.374962614826	-164.03138218329
3	0.62659123055163	106.3	27.5	0	-56.7	-166.5	-155.7
4	0.73082489146165	200	120.3087099826	32.428022095401	87.62537919248	-36.691290017396	21.428022095401
5	0.57994579945799	200	35.085793633839	200	142.83345439009	-99.914206366161	147.30126041444
6	0.52593659942363	0	96.141746269112	34.33980529191	-138.00946684164	78.141746269112	-46.66019470809
7	0.63425253991292	178.35770744957	58.199868770409	192.83711050752	-2.6422925504318	20.199868770409	121.83711050752
8	0.70408163265306	122.45033112583	151.83311258278	22.741059602649	-34.549668874172	104.83311258278	-141.25894039735
9	0.62376237623762	172.98022095401	32.952555925169	148.99057283242	123.98022095401	-19.047444074831	19.990572832423
10	0.62272089761571	200	0	107.49023102512	45.025577562792	-32.775676747948	-47.509768974883
1	0.74373259052925	200	122.44685394514	95.628119234009	147.81098727378	-1.9564420538861	45.999028990776
2	0.70496453900709	89.173329462657	153.78740084286	0	-3.7120369120492	105.41243822804	-76.94623157445
3	0.57671232876712	69.518628498184	0	0	-36.781371501816	-108.00878933073	-101.68131992553
4	0.69111424541608	200	94.457320725744	63.445892255892	75.262435377056	-25.85138925686	31.017870160491
5	0.50284090909091	200	0	200	110.54475600452	-58.345461776962	109.96937650685
6	0.64835164835165	0	200	33.250388785218	-68.018862880337	104.06144734084	-1.0894165066916
7	0.71816881258941	169.00537331508	138.47633357952	200	-9.3523341344832	80.276464809106	74.20705044021
8	0.69816643159379	97.147820220513	200	0	-25.302510905314	100.37299894883	-108.5266139552
9	0.70168067226891	200	91.553810865725	168.86780517226	106.888293859	58.601254940557	19.87723233984
10	0.63121546961326	200	18.556366466262	76.004367195185	31.357990966521	18.556366466262	-31.485863829931
1	0.73428571428571	200	153.45240506216	163.29956414933	116.08646986297	31.005551117023	67.671444915323
2	0.7136690647482	116.25020203085	200	0	27.076872568193	111.43939396335	-6.2132924283578
3	0.54213483146067	75.117999993702	0	0	5.5993714955179	-16.889175084689	-28.169030701621
4	0.71544715447154	200	122.15181107718	128.68144359719	50.303836115604	27.694490351435	65.235551341295
5	0.56189151599444	200	0	200	86.379510422071	-0.24621330732582	82.402636921293
6	0.62390670553936	0	200	49.941633800684	-37.1626994232	92.769869091327	16.691245015467
7	0.73198847262248	159.60756784204	200	200	-9.3978054730421	81.316085365642	59.111031818504
8	0.7027417027417	80.831680169455	200	0	-16.316140051059	89.050028714886	-83.22206895728
9	0.762982689747	200	163.57609660945	183.7708719887	89.235781499374	72.022285743723	14.903066816438
10	0.66	200	40.54712314009	49.988684194219	27.106557237465	21.990756673828	-26.015683000966
1	0.77348066298343	200	176.11659386349	200	104.47782287667	22.664188801334	49.123106248119
2	0.73049645390071	174.4814802526	200	68.711097745973	58.23127822175	85.568379031579	68.711097745973
3	0.59103641456583	122.81050375317	42.726396163642	38.031845095991	47.692503759464	42.726396163642	38.031845095991
4	0.72346368715084	200	152.46893549924	171.99297818999	45.273452504044	30.317124422059	43.311534592805
5	0.62719298245614	200	57.753790927486	200	74.603905642872	57.753790927486	65.103845212167
6	0.61991584852735	5.2510405346843	200	89.385468814599	5.2510405346843	76.445317635666	39.443835013914
7	0.7774607703281	171.0277180548	200	200	11.420150212759	55.259318769923	45.21314914063
8	0.68905109489051	106.84808596466	200	0	26.016405795204	60.13057366032	-20.989338564343
9	0.79446064139942	200	200	197.1836321235	80.312203349437	64.820057169351	13.412760134794
10	0.70981507823613	200	111.40031495609	82.099056413453	24.395901513718	70.853191815996	32.110372219235
1	0.75504322766571	200	200	200	94.030040589007	25.36330549983	43.625252053292
2	0.75407608695652	200	200	156.53612315096	57.569562479591	77.011541128421	87.825025404984
3	0.71288515406162	197.77268968283	148.12518658595	139.09009561516	74.962185929669	105.39879042231	101.05825051917
4	0.76685393258427	200	179.22027590296	193.40872722795	40.746107253639	26.751340403719	21.415749037957
5	0.75431034482759	200	158.07834054789	200	50.046215966674	100.32454962041	36.591105806054
6	0.68603042876902	56.996656879099	200	140.31868346758	51.745616344415	68.800785872099	50.933214652983
7	0.77607788595271	193.89982577616	200	200	22.872107721359	49.73338689293	39.46758617673
8	0.72913816689466	159.66983292671	200	43.144229614688	52.821746962056	53.115576828863	43.144229614688
9	0.79022988505747	200	200	200	72.280983014493	58.338051452416	12.071484121315
10	0.74507042253521	200	200	166.63179328604	21.956311362346	106.59812902331	84.532736872584
1	0.77496483825598	200	200	200	84.627036530107	18.449723226705	38.084505745905
2	0.77126917712692	200	200	200	51.812606231632	69.310387015579	86.118963030929
3	0.78453038674033	200	200	200	62.491614597218	101.54859529384	93.079094161964
4	0.75282485875706	200	200	200	36.671496528275	24.760788783549	19.398537360418
5	0.82033426183844	200	200	200	45.041594370006	91.918194977701	32.822751059945
6	0.66301369863014	108.21127239966	200	188.00507787204	51.214615520564	61.92070728489	47.686394404454
7	0.79639889196676	200	200	200	17.160929660017	44.760048203637	34.768538370572
8	0.78152492668622	200	200	144.11020383467	63.807890491234	47.804019145977	100.96597421998
9	0.76176890156919	200	200	200	65.052884713044	52.504246307174	9.1121572790539
10	0.78502080443828	200	200	200	19.760680226112	95.938316120981	83.765674417864
1	0.78146611341632	200	200	200	76.164332877096	16.604750904035	34.276055171315
2	0.76966292134831	200	200	200	46.631345608469	62.379348314021	77.507066727836
3	0.77871148459384	200	200	200	56.242453137497	91.393735764454	83.771184745767
4	0.75910364145658	200	200	200	33.004346875448	20.480950963295	16.886536123978
5	0.76793248945148	200	200	200	40.537434933006	82.726375479931	29.540475953951
6	0.74269819193324	183.15747944823	200	200	74.946207048566	55.728636556401	42.638937083588
7	0.76230661040788	200	200	200	15.444836694016	40.284043383274	31.291684533515
8	0.75753228120517	200	200	200	57.427101442111	43.023617231379	98.487766475784
9	0.79551820728291	200	200	200	58.547596241739	47.253821676457	7.9678672760938
10	0.78272980501393	200	200	200	17.7846122035	86.344484508883	75.389106976078
1	0.77794117647059	200	200	200	68.547899589386	14.944275813631	30.848449654183
2	0.80055020632737	200	200	200	41.968211047622	56.141413482619	69.756360055052
3	0.7877094972067	200	200	200	50.618207823747	82.254362188008	75.394066271191
4	0.7660485021398	200	200	200	29.703912187903	16.27979817838	14.514938385222
5	0.76312056737589	200	200	200	36.483691439705	74.453737931937	26.586428358556
6	0.77187948350072	200	200	200	75.644626790957	50.155772900761	38.375043375229
7	0.7663421418637	200	200	200	13.900353024614	36.255639044946	28.162516080163
8	0.75792507204611	200	200	200	51.6843912979	38.721255508241	87.740441147524
9	0.74717514124294	200	200	200	52.692836617566	42.528439508811	7.1710805484844
10	0.78561151079137	200	200	200	16.00615098315	77.710036057994	67.85019627847
1	0.75660639777469	200	200	200	61.693109630448	13.449848232268	27.763604688765
2	0.75820895522388	200	200	200	37.77138994286	50.527272134357	62.780724049547
3	0.75690607734807	200	200	200	45.556387041372	74.028925969208	67.854659644072
4	0.77187948350072	200	200	200	26.733520969113	14.650486611508	13.063022119476
5	0.77854195323246	200	200	200	32.835322295735	67.008364138744	23.9277855227
6	0.77545327754533	200	200	200	68.080164111861	45.140195610684	34.537539037706
7	0.78753541076487	200	200	200	12.510317722153	32.630075140452	25.346264472147
8	0.77989130434783	200	200	200	46.51595216811	34.849129957417	75.8956734378
9	0.79334257975035	200	200	200	47.423552955809	38.27559555793	6.453972493636
10	0.79608938547486	200	200	200	14.405535884835	69.939032452195	61.065176650623
1	0.78744650499287	200	200	200	55.523798667403	12.104863409041	24.987244219889
2	0.77947295423024	200	200	200	33.994250948574	45.474544920922	56.502651644592
3	0.77503429355281	200	200	200	41.000748337235	66.626033372287	61.069193679664
4	0.77126917712692	200	200	200	24.060168872202	13.185437950357	11.756719907529
5	0.76642335766423	200	200	200	29.551790066161	60.307527724869	21.53500697043
6	0.7774607703281	200	200	200	61.272147700675	40.626176049616	31.083785133935
7	0.77382645803698	200	200	200	11.259285949937	29.367067626406	22.811638024932
8	0.78581560283688	200	200	200	41.864356951299	31.364216961675	55.549375678648
9	0.78405797101449	200	200	200	42.681197660228	34.448036002137	5.8085752442724
10	0.77266576454668	200	200	200	12.964982296352	62.945129206975	54.958658985561
1	0.78631284916201	200	200	200	49.971418800663	10.894377068137	22.4885197979
2	0.77936962750716	200	200	200	30.594825853716	40.927090428829	50.852386480133
3	0.76353276353276	200	200	200	36.900673503512	59.963430035058	54.962274311698
4	0.78502080443828	200	200	200	21.654151984981	11.866894155321	10.581047916776
5	0.79334257975035	200	200	200	26.596611059545	54.276774952382	19.381506273387
6	0.80246913580247	200	200	200	55.144932930607	36.563558444654	27.975406620542
7	0.78851540616246	200	200	200	10.133357354944	26.430360863766	20.530474222439
8	0.77620396600567	200	200	200	37.677921256169	28.227795265508	49.994438110783
9	0.76520509193777	200	200	200	38.413077894205	31.003232401923	5.2277177198451
10	0.77303070761015	200	200	200	11.668484066717	56.650616286278	49.462793087004
1	0.78055555555556	200	200	200	44.974276920596	9.8049393613235	20.23966781811
2	0.78014184397163	200	200	200	27.535343268345	36.834381385946	45.76714783212
3	0.80337078651685	200	200	200	33.21060615316	53.967087031552	49.466046880528
4	0.76690647482014	200	200	200	19.488736786483	10.680204739789	9.5229431250983
5	0.75490196078431	200	200	200	23.936949953591	48.849097457144	17.443355646048
6	0.77304964539007	200	200	200	49.630439637547	32.907202600189	25.177865958488
7	0.77890173410405	200	200	200	9.1200216194493	23.787324777389	18.477426800195
8	0.76998597475456	200	200	200	33.910129130552	25.405015738957	44.994994299705
9	0.75668073136428	200	200	200	34.571770104785	27.902909161731	4.7049459478606
10	0.79106628242075	200	200	200	10.501635660045	50.98555465765	44.516513778304
1	0.50346740638003	15	12	155	40	133	91
2	0.62750716332378	122	138	100	123	26	199
3	0.68866571018651	157	12	32	-189	-8	112
4	0.36130867709815	14	136	142	50	75	-163
5	0.63215258855586	105	98	141	38	-107	-149
6	0.49226441631505	62	147	72	159	-142	200
7	0.6980056980057	137	59	147	-125	-128	81
8	0.65331491712707	98	4	78	187	186	187
9	0.72715053763441	200	50	105	144	-153	124
10	0.4602510460251	20	68	29	-176	-153	36
1	0.59416058394161	86.114825891903	138.91277504807	200	71.114825891903	126.91277504807	72.409506515702
2	0.74520547945205	200	128.01897640919	200	140.28772545549	-9.9810235908078	180.99664906766
3	0.48945147679325	1.8870754112369	18.044392223884	158.24317453536	-155.11292458876	6.0443922238838	126.24317453536
4	0.70451436388509	134.72374645222	168.48794518876	0	120.72374645222	32.487945188757	-161.76332590716
5	0.65103448275862	150.73469954527	0	2.5289559617908	45.734699545274	-102.12805871761	-138.47104403821
6	0.73426573426573	200	0	200	174.55399334696	-149.90896633808	187.52160710471
7	0.54608938547486	39.157444990387	0	200	-97.842555009613	-117.29392071291	63.128370006409
8	0.73809523809524	200	181.38489333781	200	190.4404156621	177.38489333781	174.1606982635
9	0.71757925072046	200	0	200	129.6	-137.7	111.6
10	0.45238095238095	0	0	80.869100009156	-112.28897366253	-142.31110263375	51.869100009156
1	0.74373259052925	184.22950197711	200	200	98.114676085205	110.95854436655	65.168555864132
2	0.72017045454545	200	119.03605517747	200	126.25895290994	-8.982921231727	162.89698416089
3	0.44555873925501	0	51.306253041861	200	-51.326573970807	33.261860817977	95.693202045305
4	0.75961538461538	200	188.29623415019	0	123.86330674431	19.808288961432	-98.979125644704
5	0.70622286541245	200	0	0	57.345693433787	-49.858907389851	-59.751444332734
6	0.69146005509642	200	0	200	157.09859401227	-111.82995846156	168.76944639424
7	0.44606413994169	0	0	200	-50.37891686048	-75.78099563403	56.235666066469
8	0.79102384291725	200	200	200	171.39637409589	154.0462970257	156.74462843715
9	0.68033946251768	200	0	200	116.64	-83.141700498864	95.392681051057
10	0.48324022346369	0	0	143.37467281662	-42.69220618305	-74.324842437002	62.505572807467
1	0.76071922544952	200	200	200	90.585254937317	99.862689929896	58.651700277718
2	0.74465049928673	200	114.44367299831	200	113.63305761895	-4.5923821791523	146.6072857448
3	0.54341736694678	64.56381529065	117.92185269581	200	64.56381529065	66.615599653953	36.955926275724
4	0.73584905660377	200	200	0	111.47697606988	20.418454586439	-44.804959532456
5	0.74719101123596	200	51.333532621268	42.430249372673	51.611124090408	51.333532621268	42.430249372673
6	0.69460227272727	200	0	200	141.38873461104	-57.924101199954	151.89250175481
7	0.47875354107649	0	0	200	-23.556189821791	-51.250599552788	47.3284512772
8	0.78084179970972	200	200	200	154.2567366863	138.64166732313	141.07016559343
9	0.70538243626062	200	16.365438086439	200	104.976	16.365438086439	69.668592852565
10	0.44788732394366	0	0	200	-25.327493148595	-53.796865777151	59.96269824018
1	0.75735294117647	200	200	200	81.526729443585	89.876420936906	52.786530249947
2	0.75460992907801	200	129.00903801405	200	102.26975185705	14.565365015741	131.94655717032
3	0.75626740947075	196.20163390127	200	200	131.63781861062	83.141536901017	11.08661008481
4	0.76470588235294	200	200	46.122266362499	100.32927846289	16.775507385238	46.122266362499
5	0.73018080667594	200	123.70131507519	108.3521927858	46.450011681367	72.367782453926	65.92194341313
6	0.69054441260745	200	0	200	127.24986114994	-25.336439760033	136.70325157933
7	0.59078590785908	64.988207504454	17.491633167772	200	64.988207504454	17.491633167772	27.258489538255
8	0.75175315568022	200	200	200	138.83106301767	124.77750059081	126.96314903409
9	0.74330042313117	200	97.044689384649	200	94.4784	80.679251298211	34.416568614765
