Start of new run - 12/12/2011 6:53:31 PM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
8	0.31436699857752	200	184.17185519789	200	4.9132214461709	37.006356372856	96.468994720298
9	0.29281767955801	200	200	77.348755909669	128.43412030396	194.49214453566	29.484099395493
10	0.30945558739255	0	200	0	-74.037025971252	104.65100739631	-43.757904452056
1	0.29344729344729	0	0	0	-16.190333109531	-88.811903592029	-86.429781823176
2	0.33193277310924	200	0	65.923117218327	6.755499099704	-18.034769493698	3.5807638477203
3	0.31412103746398	200	200	87.088792864499	53.951610309153	112.5925271062	26.774462601237
4	0.29542302357836	190.48948164312	171.44538056581	21.485815393578	-9.5105183568835	-28.554619434187	-63.770167134718
5	0.31268011527378	177.09225406659	0	0	-22.907745933409	-29.354971239443	-55.421725985513
6	0.32281205164993	200	126.60936834824	200	5.0088976714377	-2.657114393547	52.356845332194
7	0.29387186629526	189.19223773919	200	166.12973787652	-10.807762260811	17.254378891811	-33.870262123478
8	0.32348804500703	196.86246450435	200	200	-3.1375354956507	26.344545081327	79.262660451064
9	0.26330532212885	200	200	74.920429142996	49.070459242531	98.830109256264	-2.4283267666724
10	0.2830985915493	0	200	0	-66.633323374126	48.554631288167	-39.38211400685
1	0.30277777777778	22.194348567156	0	0	22.194348567156	-79.930713232826	-65.668272906748
2	0.30958904109589	200	0	69.145804681276	6.0799491897336	-16.231292544328	3.2226874629483
3	0.32618025751073	200	200	103.17899953515	48.556449278237	25.674837553633	16.090206670648
4	0.31805157593123	185.32433587074	87.142592972657	0	-5.1651457723805	-84.302787593156	-41.283470814782
5	0.28028169014085	161.15967103265	0	0	-15.932583033943	-26.419474115498	-36.398983089974
6	0.32191780821918	200	125.31251567277	200	2.4343392742698	-1.2968526754644	42.750652969146
7	0.30386740331492	182.39192656991	200	139.88361559231	-6.8003111692738	2.2594696387618	-26.246122284215
8	0.27769784172662	195.04834908354	159.34960593926	200	-1.8141154208044	-40.650394060736	28.190128635781
9	0.310443490701	200	200	67.825349729384	39.943875368511	41.397759056368	-7.0950794136124
10	0.30645161290323	0	200	0	-39.202145338298	22.931322460934	-28.598496974421
1	0.28102710413695	117.89511656375	0	0	95.700767996599	-71.937641909543	-28.692956734076
2	0.30165289256198	200	0	70.261348071874	5.4719542707602	-14.608163289895	1.1155433905986
3	0.30175913396482	200	172.03768004114	108.14695676146	43.700804350414	-27.962319958864	4.9679572263125
4	0.29370629370629	189.19092209326	0	3.299117829315	3.8665862225279	-103.63584146649	3.299117829315
5	0.298682284041	163.08010551136	0	0	1.9204344787095	-23.777526703949	-12.13736318645
6	0.28694404591105	195.60825511948	118.18891195349	200	-4.39174488052	-7.1236037192783	14.367632099905
7	0.30212765957447	181.9803121406	146.17724572436	99.177482889774	-0.41161442931651	-53.822754275643	-40.706132702534
8	0.29886685552408	194.94178107694	89.97719413596	192.1454836366	-0.10656800660519	-69.372411803304	-7.854516363396
9	0.30969609261939	200	200	61.307939210757	35.94948783166	23.396476146733	-6.5174105186274
10	0.32340425531915	28.507857702261	156.84840170811	0	28.507857702261	-43.151598291889	-4.712538751672
1	0.30578512396694	200	0	6.6449881055044	93.968265575531	-64.743877718589	6.6449881055044
2	0.30911680911681	200	0	69.469910364633	4.9247588436842	-13.147346960906	-0.7914377072414
3	0.31436699857752	200	81.138846745383	92.951323049261	39.330723915372	-90.898833295753	-15.195633712199
4	0.29680998613037	195.13387591476	0	22.063113811661	5.9429538214929	-77.497239771699	18.763995982346
5	0.30125523012552	170.89949745827	0	0	7.8193919469123	-21.399774033554	-2.0371737670223
6	0.3050139275766	177.34794337865	108.87213097901	164.20164409462	-18.260311740832	-9.3167809744869	-35.798355905379
7	0.31510791366906	187.67502640885	100.0100029231	90.842924527064	5.694714268248	-46.167242801257	-8.3345583627099
8	0.29036827195467	196.43759390334	11.01533653427	149.91693587757	1.4958128264026	-78.96185760169	-42.228547759035
9	0.30758620689655	200	200	56.603213060056	32.354539048494	18.789303277993	-4.7047261507001
10	0.28612303290415	109.57918185905	67.329542600083	17.060450561822	81.071324156787	-89.518859108029	17.060450561822
1	0.3271954674221	200	0	32.533179385391	71.112776339063	-58.26948994673	25.888191279887
2	0.31786216596343	200	0	67.651407073664	4.4322829593158	-11.832612264815	-1.8185032909683
3	0.29045643153527	200	11.296119906743	77.455208741893	35.397651523835	-69.84272683864	-15.496114307368
4	0.3112676056338	200	0	71.483380212823	8.495696883974	-26.635848568356	49.420266401163
5	0.30952380952381	192.71939371542	0	29.708724210557	21.819896257154	-19.259796630198	29.708724210557
6	0.30769230769231	147.05333677222	116.95132070541	97.00846509468	-30.294606606425	8.0791897264029	-67.193178999941
7	0.29142857142857	198.89147754932	12.720693912751	73.855534116041	11.216451140478	-87.289309010348	-16.987390411023
8	0.31258644536653	198.87156419993	0	97.860775399037	2.4339702965889	-37.712116096885	-52.056160478533
9	0.29032258064516	200	173.08274149171	55.440501463373	29.119085143645	-26.917258508286	-1.1627115966836
10	0.30837004405286	162.20789553827	9.3891351089358	28.293481705101	52.628713679219	-57.940407491147	11.233031143279
1	0.30901287553648	200	0	50.972746209261	22.667839841056	-52.442540952057	18.43956682387
2	0.29050279329609	200	0	65.106767681156	3.9890546633842	-10.649351038334	-2.5446393925082
3	0.29073033707865	200	0	61.877538458677	31.857886371451	-40.860656769454	-15.577670283216
4	0.30491329479769	200	0	116.00151088214	7.6461271955766	-2.1948657196385	44.518130669315
5	0.28471248246844	200	0	50.362350844897	16.230297121374	-17.333816967178	20.65362663434
6	0.32472826086957	129.60008460546	105.80330239812	24.624668979568	-17.453252166766	-11.148018307289	-72.383796115112
7	0.32327586206897	200	0	90.638487678243	10.584298849662	-37.811654792361	16.782953562202
8	0.31241084165478	200	8.8265139520872	57.068722403121	2.3185934380049	8.8265139520872	-40.792052995916
9	0.29971988795518	200	146.64688498482	57.230256467422	26.20717662928	-26.435856506895	1.7897550040489
10	0.2689556509299	200	0	47.591639525795	41.056245663987	-33.719064571222	19.298157820695
1	0.31460674157303	198.53210233664	0	66.389478857112	-1.4678976633601	-47.198286856851	15.416732647851
2	0.30921985815603	200	0	63.330266851525	3.5901491970458	-9.5844159345003	-1.7765008296316
3	0.26142857142857	200	0	54.891077875522	28.672097734306	-4.0544763429128	-6.9864605831554
4	0.27862068965517	200	30.127651340316	136.85897999204	6.8815144760189	30.127651340316	20.857469109905
5	0.29956584659913	200	0	73.700969102009	14.386837943835	-15.600435270461	23.338618257112
6	0.27524204702628	142.7612626353	76.129394509511	0	13.161178029845	-29.673907888609	-34.477729260971
7	0.30298719772404	200	0	111.8724651494	9.5258689646956	-8.9404638079607	21.233977471161
8	0.29503546099291	200	33.992538534158	34.425495289743	1.7928971492444	25.166024582071	-22.643227113377
9	0.2945301542777	200	124.64604287147	61.074419042938	23.586458966352	-22.000842113346	3.844162575516
10	0.29315068493151	189.06711760028	13.4475656039	55.676130376875	-10.932882399718	13.4475656039	8.0844908510794
1	0.28468208092486	107	87	56	-153	168	108
2	0.30440771349862	81	125	196	-117	-113	139
3	0.28468208092486	42	32	59	-145	121	157
4	0.28088235294118	180	4	145	-71	-116	59
5	0.30520393811533	7	59	34	-75	157	66
6	0.30307262569832	156	157	53	-116	-180	-12
7	0.31015299026426	0	134	98	-117	-151	160
8	0.31029810298103	55	147	1	-12	-183	25
9	0.3213296398892	84	142	89	-57	183	-1
10	0.27310344827586	67	110	181	122	131	-104
1	0.33520336605891	0	200	167.00799279763	-147.32375255593	174.21332132939	111.00799279763
2	0.31380753138075	0	27.417572557756	200	-104.57336954863	-97.582427442244	99.183513901181
3	0.30115273775216	0	162.9238349559	200	-122.09089938047	130.9238349559	147.30650044252
4	0.28571428571429	80.037376018555	0	177.06346934416	-99.962623981445	-52.559978026673	32.063469344157
5	0.31095890410959	0	200	113.11503341777	-39.898953215125	171.05177770318	79.115033417768
6	0.30901287553648	40.570488601337	0	47.714755699332	-115.42951139866	-164.29781487472	-5.2852443006684
7	0.29184549356223	0	0	200	-89.976351207007	-134.44060487686	142.35818048647
8	0.26524822695035	53.023374126408	0	50.274376659444	-1.9766258735923	-166.2212714011	49.274376659444
9	0.2995839112344	32.7	200	88.1	-51.3	164.7	-0.9
10	0.30235783633842	180.86257820368	200	65.414282662435	113.86257820368	125.54720603046	-115.58571733757
1	0.28689655172414	0	200	200	-132.59137730033	156.79198919645	99.907193517869
2	0.31294452347084	0	4.7772656033573	200	-94.116032593768	-22.640306954399	76.804177949263
3	0.29651162790698	0	200	200	-109.88180944243	129.917102232	121.82150520559
4	0.29344729344729	0	0	200	-104.75277033993	-10.355220801416	26.999435490756
5	0.2981455064194	0	200	200	-35.909057893612	153.94659993286	93.400843830398
6	0.28094575799722	0	0	62.058715428212	-110.38251864519	-115.84496139409	14.343959728881
7	0.28115942028986	0	0	200	-80.978716086306	-39.531735282449	92.090511996396
8	0.32876712328767	50.037455321163	0	93.485549474633	-2.9859188052443	-132.00552262947	43.211172815189
9	0.29899856938484	0	200	110.01377087974	-48.30359172338	140.05491531114	21.913770879744
10	0.27098674521355	200	200	0	92.535419374834	112.99248542741	-98.44316562537
1	0.31524926686217	0	200	200	-119.3322395703	141.1127902768	69.967118524653
2	0.30594900849858	0	45.788948804396	200	-84.704429334391	41.011683201039	59.652163372432
3	0.32535211267606	0	200	200	-98.893628498184	111.46665172064	98.991737382101
4	0.3056768558952	0	39.512968291269	200	-94.277493305933	39.512968291269	16.244053432737
5	0.31330472103004	0	200	200	-32.318152104251	138.55193993957	60.500471642884
6	0.30853994490358	0	0	91.569609471818	-88.661129880774	-65.425661946471	29.510894043606
7	0.31188811188811	0	58.778999206519	200	-72.880844477676	58.778999206519	62.655935905287
8	0.29387186629526	42.296295015744	0	139.80144582917	-7.7411603054197	-98.604768944365	46.315896354541
9	0.29302987197724	0	200	153.58933359188	-39.204913815729	123.10225131993	43.57556271214
10	0.29371584699454	181.17843690357	200	2.6231658183019	-18.821563096429	101.69323688467	2.6231658183019
1	0.31623931623932	0	200	200	-107.39901561327	127.00151124912	46.862248194889
2	0.29455081001473	0	118.99527979706	200	-76.233986400952	73.206330992664	45.27407078227
3	0.28107344632768	0	200	200	-89.004265648366	100.31998654857	83.698777743959
4	0.30453879941435	0	122.58354223379	200	-84.849743975339	83.070573942524	4.8530393104184
5	0.28317373461012	0	200	200	-29.086336893826	124.69674594562	39.461700603414
6	0.310443490701	0	5.2118778496658	138.21166871433	-76.007761100778	5.2118778496658	46.642059242507
7	0.31687242798354	0	162.26701511013	200	-65.592760029908	103.48801590361	44.572242258671
8	0.29640287769784	24.182329408384	0	183.48309586421	-18.113965607359	-31.454946061586	43.681650035038
9	0.31005586592179	0	200	183.87844994358	-21.717321387371	101.42426594134	30.289116351701
10	0.30397727272727	100.9186882576	200	67.67763793313	-80.259748645976	91.523913196203	65.054472114829
1	0.2798353909465	0	200	200	-96.659114051943	114.30136012421	29.998270468192
2	0.29142857142857	0	183.85546141379	200	-68.610587760857	64.860181616731	37.20651973836
3	0.31752873563218	0	200	200	-80.103839083529	90.287987893717	73.067980380558
4	0.283540802213	0	200	199.51161639573	-76.364769577805	78.26772549051	-0.48838360426622
5	0.30790568654646	0	200	200	-26.177703204444	112.22707135105	24.077522735861
6	0.2805049088359	0	77.802281992588	190.22741423143	-68.406984990701	72.590404142922	52.015745517101
7	0.29420084865629	0	200	200	-59.033484026917	103.42950494028	31.117655553469
8	0.3068340306834	5.2502548814638	10.42158892056	200	-18.932074526921	10.42158892056	28.974992615754
9	0.27793296089385	4.1224304052858	200	178.15276776436	4.1224304052858	74.939635300455	-5.7256821792232
10	0.27245949926362	23.101077633935	200	131.7226171005	-77.81761062366	82.371521876583	64.044979167372
1	0.27890173410405	0	200	200	-86.993202646748	102.87122411179	7.7276153733674
2	0.3125	0	200	200	-61.749528984771	21.580889354524	32.056620222065
3	0.28551532033426	0	200	200	-72.093455175176	81.259189104346	58.503182406034
4	0.29503546099291	0	200	187.18010652409	-68.728292620025	39.254052266837	-12.331509871645
5	0.35072463768116	0	200	200	-23.559932883999	101.00436421595	9.1569322559263
6	0.292984869326	0	165.68502852432	200	-61.566286491631	87.882746531735	29.791835392057
7	0.27926657263752	0	200	200	-53.130135624226	92.987060141171	25.912110311934
8	0.28338278931751	0	57.825219257617	195.23341867137	-8.1401410467022	47.403630337057	-4.7665813286257
9	0.3015427769986	27.76057379029	200	143.24132506678	23.638143385005	51.546871147832	-34.911442697578
10	0.31203566121842	0	200	187.16096777041	-62.748818321939	74.134369688925	55.438350669904
1	0.3137789904502	0	200	197.99816877883	-78.293882382073	92.58410170061	-2.0018312211729
2	0.30640668523677	0	200	200	-55.574576086294	12.483055968926	28.850958199858
3	0.28021978021978	0	200	200	-64.884109657659	73.133270193911	52.65286416543
4	0.31724137931034	0	190.88382387851	182.57929391824	-61.855463358022	-9.1161761214948	-4.6008126058511
5	0.32212885154062	0	200	200	-21.203939595599	90.903927794354	8.2412390303337
6	0.29522431259045	0	200	200	-55.409657842468	43.596154653363	11.422045380259
7	0.29829545454545	0	200	200	-47.817122061803	77.809208002699	23.320899280741
8	0.31440443213296	0	151.39962559959	186.18698551307	-4.0858401765064	93.574406341978	-9.0464331583026
9	0.31444759206799	45.686045530459	200	127.53807153449	17.925471740168	37.92291312024	-15.703253532296
10	0.32708933717579	0	200	200	-56.473936489745	66.720932720032	50.1278492524
1	0.29278642149929	0	200	196.81952547271	-70.464494143866	83.325691530549	-1.1786433061155
2	0.28690807799443	0	182.46293646204	200	-50.017118477665	-17.537063537959	25.965862379872
3	0.28028169014085	0	200	200	-58.395698691893	65.81994317452	47.387577748887
4	0.29460580912863	0	184.94752868037	182.77313750155	-55.66991702222	-5.9362951981314	0.19384358330871
5	0.3033381712627	0	200	200	-19.083545636039	81.813535014919	7.4171151273003
6	0.27926657263752	0	200	200	-49.868692058221	23.162818570263	5.181129670526
7	0.29741379310345	0	200	200	-43.035409855623	59.117769344901	20.988809352667
8	0.28591352859135	5.6587828620188	200	163.02103656468	5.6587828620188	63.963177658521	-23.165948948392
9	0.30163043478261	50.305183629456	200	136.31395737602	4.6191380989969	22.006857044887	8.7758858415318
10	0.31779661016949	0	200	200	-50.82654284077	60.048839448029	45.11506432716
1	0.2958904109589	0	200	193.76519673638	-63.41804472948	74.993122377494	-3.0543287363274
2	0.3007299270073	0	163.77766366944	200	-45.015406629898	-18.685272792596	23.369276141885
3	0.31578947368421	0	200	200	-52.556128822703	59.237948857068	42.648819973998
4	0.29915730337079	0	183.47079699443	186.52244476534	-50.102925319998	-1.4767316859486	3.7493072637925
5	0.34353268428373	0	200	200	-17.175191072435	73.632181513427	6.6754036145703
6	0.29	0	200	200	-44.881822852399	14.966690171933	2.7978829263604
7	0.29985443959243	0	200	200	-38.73186887006	42.486517437286	18.8899284174
8	0.3188202247191	10.270983897635	200	152.40607120809	4.6122010356167	51.13233735475	-10.614965356589
9	0.30876216968011	61.346081192471	200	134.46256320147	11.040897563016	6.9145486712494	-1.8513941745536
10	0.29213483146067	0	200	200	-45.743888556693	54.043955503226	40.603557894444
1	0.29250720461095	0	200	186.01293407884	-57.076240256532	67.493810139745	-7.7522626575478
2	0.33099579242637	0	145.44583982746	200	-40.513865966908	-18.331823841988	21.032348527697
3	0.3142037302726	0	200	200	-47.300515940433	53.314153971361	38.383937976599
4	0.28879310344828	0	184.50034755375	189.47614524205	-45.092632787998	1.029550559329	2.9537004767137
5	0.30911680911681	0	200	200	-15.457671965192	66.268963362084	6.0078632531133
6	0.33567415730337	0	187.5662386214	194.30121015918	-40.393640567159	-12.433761378604	-5.6987898408179
7	0.31267605633803	0	200	200	-34.858681983054	27.226126199267	17.00093557566
8	0.31818181818182	20.436561394897	200	141.46063216836	10.165577497262	3.7717205814626	-10.945439039732
9	0.28958630527817	46.882918620305	199.71063920041	156.47611310013	-14.463162572167	-0.28936079959269	22.013549898662
10	0.32208157524613	0	200	200	-41.169499701024	48.639559952904	36.543202105
1	0.29411764705882	0	200	179.98120058203	-51.368616230878	60.74442912577	-6.0317334968086
2	0.32451253481894	0	133.51321858126	200	-36.462479370218	-11.932621246199	18.929113674927
3	0.30834512022631	0	200	200	-42.57046434639	47.982738574225	34.545544178939
4	0.32016925246827	0	192.40225354488	196.54251048567	-40.583369509198	7.9019059911217	7.0663652436171
5	0.29172510518934	0	200	200	-13.911904768673	59.642067025876	5.4070769278019
6	0.28103683492497	0	177.14160338712	189.52326698026	-36.354276510443	-10.424635234273	-4.777943178927
7	0.27524204702628	0	200	200	-31.372813784749	20.463630233576	15.300842018094
8	0.31884057971014	33.377593169411	172.6556954089	126.40598778115	12.941031774513	-27.344304591098	-15.054644387211
9	0.35087719298246	35.578373585715	193.90954431455	171.52210512633	-11.304545034589	-5.8010948858584	15.045992026203
10	0.27298444130127	0	200	200	-37.052549730922	43.775603957613	32.8888818945
1	0.3271692745377	0	200	169.65535000241	-40.705038046882	53.723899618786	-10.325850579618
2	0.27785817655572	0	135.60454695238	200	-26.712955639705	2.091328371125	12.150974880911
3	0.29634831460674	0	200	200	-35.436593642964	42.691997834311	28.788301615417
4	0.31133428981349	0	199.58106032723	200	-34.941394816808	7.1788067823586	5.2460392995161
5	0.30377906976744	2.0403922779518	200	193.21126473344	2.0403922779518	51.185228835214	-6.7887352665607
6	0.31276297335203	0	178.28786607025	177.63578117177	-15.525765679889	1.146262683128	-11.887485808485
7	0.29515418502203	0	200	200	-15.765674578425	9.9111888259676	3.789545508882
8	0.28432732316227	48.939694578889	115.85081526214	114.52809922258	15.562101409478	-56.804880146762	-11.877888558567
9	0.31303116147309	25.404283054585	188.68855891728	185.06349794991	-10.174090531131	-5.2209853972725	13.541392823583
10	0.2936170212766	0	200	200	-23.640252310969	37.736351193679	21.830213738296
1	0.27350427350427	0	200	160.5581022782	-19.708557599812	45.454049759674	-9.0972477242131
2	0.27510316368638	0	152.49005487456	200	-15.102820372851	16.885507922179	3.7809877310413
3	0.31748251748252	0	200	200	-25.214727950992	37.279594593335	20.564054039388
4	0.27350427350427	0	200	200	-27.17897973573	4.6850041436023	0.77736251224298
5	0.28473177441541	6.3927967843787	200	185.91676181413	4.3524045064269	45.579815218087	-7.2945029193121
6	0.30547550432277	0	181.8720224688	166.55392292777	-8.8009859020985	3.5841563985508	-11.081858243999
7	0.27809798270893	0	200	196.18356575514	-5.1601461063905	0.19151832737154	-3.8164342448629
8	0.27936962750716	61.709614883892	47.356006892405	105.43399597749	12.769920305003	-68.494808369735	-9.0941032450891
9	0.29221732745962	18.460366131458	185.12518499755	194.30563182937	-6.9439169231268	-3.5633739197218	9.2421338794531
10	0.29604365620737	0	200	200	-14.968278187809	32.882894842443	14.598139040434
1	0.29428172942817	0	200	157.57962436905	-3.1065612389973	38.404024575526	-2.9784779091444
2	0.31101813110181	0	169.78711475135	200	-10.448064630184	17.297059876787	0.88596694633563
3	0.29264705882353	0	200	200	-22.483695962129	33.515761909499	18.339911774869
4	0.30704225352113	0	200	192.9099456284	-14.976628096236	2.157668306917	-7.0900543715952
5	0.2967032967033	10.323839858105	200	179.43382824035	3.9310430737262	41.008079195692	-6.482933573782
6	0.29285714285714	5.6619144206625	189.91751841919	159.5693394007	5.6619144206625	8.0454959503896	-6.9845835270737
7	0.3	9.2122915675166	189.16923472864	184.01705424436	9.2122915675166	-10.830765271364	-12.166511510779
8	0.3169014084507	67.776289433317	13.166247449982	109.87855986012	6.066674549425	-34.189759442422	4.4445638826327
9	0.30307262569832	18.612214005902	185.20310798562	194.10352710944	0.1518478744441	0.077922988069913	-0.20210471992382
10	0.2981455064194	0	200	200	-5.6509835655029	28.255864946367	6.8786114663074
1	0.31970802919708	9.6934970935175	200	161.86196953746	9.6934970935175	32.425633699079	4.2823451684097
2	0.30867709815078	0	180.3448611501	199.9678115293	-8.3668630871291	10.557746398747	-0.032188470699069
3	0.32916666666667	0	200	200	-5.8218884508317	27.696832772093	4.9690140908199
4	0.30289855072464	0	200	185.82430930877	-11.317139614163	0.3273745895898	-7.0856363196308
5	0.30428571428571	18.060983391656	200	175.34593562517	7.7371435335511	35.454684491193	-4.0878926151795
6	0.31578947368421	18.344614378117	197.77623208053	165.46314579582	12.682699957454	7.8587136613441	5.8938063951242
7	0.30324400564175	22.125090136049	174.51972762254	173.5149339348	12.912798568533	-14.649507106099	-10.502120309554
8	0.27994428969359	71.525036532285	0	116.27066821072	3.7487470989674	-23.144422598468	6.3921083505936
9	0.29113924050633	21.286370859581	186.57539122218	190.54430888578	2.6741568536793	1.3722832365562	-3.5592182236581
10	0.31849791376912	8.358477159843	200	195.42951815543	8.358477159843	23.128815934648	-4.5704818445673
1	0.27977044476327	19.810068305193	200	166.32454816538	10.116571211676	28.832330564211	4.4625786279137
2	0.29775280898876	5.0656337254777	191.07850312794	189.87150265339	5.0656337254777	10.733641977845	-10.096308875915
3	0.30464480874317	12.357843675714	200	190.38656190756	12.357843675714	21.914727994774	-9.6134380924425
4	0.27943262411348	0	197.74691840529	180.52393442508	-6.2732921028541	-2.2530815947121	-5.3003748836942
5	0.33146853146853	25.843681786848	200	173.76369646162	7.7826983951917	30.934412280901	-1.5822391635443
6	0.31223628691983	34.601186636777	200	178.73700007419	16.25657225866	3.4421500066249	13.273854278373
7	0.30205278592375	35.819286646257	165.57746263127	165.23931812132	13.694196510207	-8.942264991266	-8.2756158134853
8	0.31917808219178	62.09294159394	30.785335238376	133.29742732683	-9.4320949383442	30.785335238376	17.026759116109
9	0.29871977240398	29.836400751197	190.96296582394	179.16448942561	8.5500298916155	4.3875746017574	-11.379819460175
10	0.27453769559033	26.345758736313	200	181.62474834368	17.98728157647	18.13687360867	-13.804769811749
1	0.33192686357243	31.695183264715	200	171.54581456964	11.885114959522	24.569186530014	5.2212664042598
2	0.27562326869806	15.417735084661	195.93812664432	178.13818034601	10.352101359183	4.8596235163838	-11.733322307372
3	0.32111436950147	31.984304177786	200	174.74153649219	19.626460502072	16.854326593198	-15.645025415365
4	0.28730822873082	4.4731402487647	193.36798912763	176.96890872999	4.4731402487647	-4.3789292776609	-3.5550256950944
5	0.31258644536653	30.915057687735	200	176.01675952993	5.0713759008874	26.474256960732	2.2530630683124
6	0.33564493758669	43.522731109971	200	192.3168202915	8.9215444731938	0.15752669492773	13.579820217309
7	0.30311614730878	42.717063111257	166.54175353822	165.08752819542	6.8977764650002	0.96429090694744	-0.15178992589925
8	0.3048433048433	40.941210660021	124.51354675099	160.40125550088	-21.151730933919	93.728211512617	27.103828174048
9	0.29207232267038	40.112275076736	196.23618308436	165.48762558976	10.275874325539	5.2732172604212	-13.676863835851
10	0.30307262569832	44.147294766778	200	166.64351885694	17.801536030465	13.942449480717	-14.981229486742
1	0.29733520336606	26	154	127	117	-61	-122
2	0.30853994490358	153	47	57	-125	-40	-72
3	0.33333333333333	98	182	39	-119	58	-97
4	0.31473533619456	16	132	37	-135	-180	160
5	0.27456647398844	83	76	70	-164	49	-105
6	0.30959302325581	188	28	56	-131	-40	-199
7	0.28011204481793	164	108	44	-170	-191	23
8	0.30354609929078	116	180	116	110	2	112
9	0.32545201668985	158	4	139	14	-185	-107
10	0.30068027210884	144	191	191	192	173	-118
1	0.3019943019943	139.60042420728	102.32794274728	7.055037079989	113.60042420728	-51.672057252724	-119.94496292001
2	0.30672268907563	30.501907406842	35.54077272866	0	-122.49809259316	-11.45922727134	-68.072103030488
3	0.29842180774749	0	200	0	-107.1	52.2	-87.3
4	0.27520435967302	0	0	181.20300912503	-113.17662587359	-156.92477187414	144.20300912503
5	0.31179775280899	0	137.20000915555	0	-145.18018738365	61.200009155553	-99.500946073794
6	0.33382137628111	54.310791344951	19.017090365307	0	-133.68920865505	-8.9829096346934	-182.08240607929
7	0.29698708751793	0	0	63.018124942778	-175.20075075533	-147.00824915311	19.018124942778
8	0.32775453277545	200	182.51517075106	189.26592608417	92.563463240455	2.5151707510605	73.26592608417
9	0.31179775280899	163.86883754997	0	31.481395916623	5.8688375499741	-146.53088473159	-107.51860408338
10	0.30737704918033	200	200	61.84715109714	165.85374309519	154.34094973601	-129.15284890286
1	0.3133704735376	200	16.830957911011	0	62.322116166365	-85.496984836265	-111.25244876427
2	0.32112676056338	0	25.109826601703	0	-77.796484556762	-10.430946126957	-48.027748649556
3	0.29483695652174	0	162.91118583147	0	-68.400710382233	-37.088814168532	-77.407034211249
4	0.33286713286713	0	0	200	-96.56532064475	-130.79199269548	105.95113573194
5	0.31152204836415	0	151.86439507724	0	-112.08922719761	14.664385921686	-89.550851466414
6	0.29503546099291	0	10.932471694082	0	-120.32028778954	-8.0846186712241	-163.87416547136
7	0.33839779005525	0	0	67.220020173017	-146.55066793172	-128.41021784713	4.2018952302392
8	0.34177215189873	200	129.90190899129	191.67955824233	34.407616907613	-52.613261759774	2.413632158156
9	0.3041018387553	120.64856739731	0	0	-43.220270152664	-123.16712754169	-100.02060226379
10	0.3115438108484	200	200	0	83.553274211199	57.272057423604	-144.1345607842
1	0.27988748241913	200	0	0	56.089904549729	-21.855952571804	-6.7355553591755
2	0.30428571428571	0	20.255279228414	0	-61.364838664641	-4.8545473732891	-34.932918551943
3	0.26928471248247	12.85366162953	117.947132624	0.56551144655842	12.85366162953	-44.964053207468	0.56551144655842
4	0.31888111888112	0	0	200	-35.634640809652	-84.409745039408	93.222904357743
5	0.31983240223464	0	159.20673869619	0	-59.710835194731	7.3423436189553	-41.139037893475
6	0.30662983425414	0	32.175319706017	0	-53.508974943379	21.242848011934	-103.7245865288
7	0.29619181946403	0	0	112.82692206695	-64.684687719559	-71.915066271545	45.606901893934
8	0.2977207977208	200	82.549973407489	193.85182718467	30.966855216852	-47.351935583797	2.1722689423404
9	0.29888268156425	127.04658529498	0	32.706464105379	6.3980178976743	-52.290874007537	32.706464105379
10	0.3240611961057	200	200	0	75.197946790079	20.193567653634	-43.992660660203
1	0.30800542740841	200	12.048102405032	34.280969426847	50.480914094756	12.048102405032	34.280969426847
2	0.29784172661871	0	25.210387525202	0	-38.769722637771	4.9551082967884	-15.665709987851
3	0.29261363636364	133.33172055487	99.771096142288	99.600216306888	120.47805892534	-18.176036481712	99.03470486033
4	0.31034482758621	13.581461596458	0	200	13.581461596458	-46.316946190842	82.001363330626
5	0.30813953488372	41.136190583722	151.91323129829	53.903759396001	41.136190583722	-7.2935073979008	53.903759396001
6	0.30332409972299	0	60.83611301698	0	-26.962074206186	28.660793310963	-74.106370051973
7	0.29310344827586	0	0	164.40470677997	-30.529827150978	-46.74098390708	51.577784713018
8	0.30185979971388	200	70.626655736821	194.39880910518	27.870169695167	-11.923317670668	0.5469819205134
9	0.29243937232525	158.82535242198	0	125.91827196378	31.778767126996	-10.039063232193	93.211807858397
10	0.31824611032532	200	184.2354565071	53.210351605817	67.678152111072	-15.764543492898	53.210351605817
1	0.32863187588152	200	41.957203785617	79.040193850994	45.43282268528	29.909101380585	44.759224424147
2	0.28851540616246	0	36.060890762732	0	-22.651776223172	10.850503237529	-2.3674164006392
3	0.27111716621253	200	93.518238415806	200	123.22099394523	-6.2528577264813	109.14843555708
4	0.28362573099415	106.39607615499	15.987041315926	200	92.814614558536	15.987041315926	70.107216973156
5	0.29583333333333	68.151680661779	147.18242557372	88.628475170079	27.015490078056	-4.7308057245695	34.724715774078
6	0.30649717514124	64.87162492499	100.63292644225	4.3146785717309	64.87162492499	39.796813425266	4.3146785717309
7	0.32816901408451	0	0	200	-4.9847029520707	-27.458024936127	44.175371515489
8	0.30865921787709	200	85.132198903679	193.73336765015	25.08315272565	14.505543166858	-0.66544145502523
9	0.29131652661064	194.48265677599	15.132114482806	200	35.65730435401	15.132114482806	99.314500738691
10	0.30909090909091	200	159.73693089723	124.01197946281	60.910336899964	-24.498525609872	70.801627856993
